id,nace_kodu,sektor,hedef_yatirim,oncelikli_yatirim,yuksek_teknoloji,orta_yuksek_teknoloji,sartlar,bolge_1,bolge_2,bolge_3,bolge_4,bolge_5,bolge_6,created_at,updated_at
4,01.19.99,Başka yerde sınıflandırılmamış tek yıllık diğer bitkisel ürünlerin yetiştirilmesi,true,true,false,false,"Hedef; 1) Sera Yatırımlarında;
a) 1 ve 2. Bölgelerde asgari 20 dekar,
b) 3. Bölgede asgari 15 dekar,
c) 4 ve 5. Bölgelerde asgari 10 dekar,
d) 6. Bölgede asgari 5 dekar ve üzeri olması şartı aranır.
2) Yapay ışıkla fotosentez sağlanan kontrollü bitkisel üretim yatırımlarında katmanlarının toplam alanının asgari 1.000 m2 olması şartı aranır.
Diğer yatırımlar desteklenmez.
343,18.12.02,"Gazetelerin, dergilerin ve süreli yayınların basım hizmetleri (haftada dört kereden daha az yayınlananlar)",true,false,false,false,Sabit yatırım tutarı 100 Milyon TL ve üzerindeki tevsi ve modernizasyon yatırımları desteklenir.,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
344,18.12.03,"Ansiklopedi, sözlük, kitap, kitapçık, müzik eserleri ve müzik el yazmaları, atlas, harita vb. basım hizmetleri",true,false,false,false,Sabit yatırım tutarı 100 Milyon TL ve üzerindeki tevsi ve modernizasyon yatırımları desteklenir.,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
345,18.12.04,Röprodüksiyon basımı (bir sanat eserinin aslını bozmadan basılması),true,false,false,false,Sabit yatırım tutarı 100 Milyon TL ve üzerindeki tevsi ve modernizasyon yatırımları desteklenir.,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
346,18.12.06,"Posta pulu, damga pulu, matbu belgeler, tapu senetleri, akıllı kart, çek defterleri, kağıt para ve diğer değerli kağıtların ve benzerlerinin basım hizmetleri",true,false,false,false,Sabit yatırım tutarı 100 Milyon TL ve üzerindeki tevsi ve modernizasyon yatırımları desteklenir.,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
347,18.12.07,"Plastik, cam, metal, ağaç ve seramik üstüne baskı hizmetleri",true,false,false,false,Sabit yatırım tutarı 100 Milyon TL ve üzerindeki tevsi ve modernizasyon yatırımları desteklenir.,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
348,18.12.08,Fotokopi çekme faaliyetleri,true,false,false,false,Sabit yatırım tutarı 100 Milyon TL ve üzerindeki tevsi ve modernizasyon yatırımları desteklenir.,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
349,18.12.99,"Başka yerde sınıflandırılmamış diğer matbacılık (USB, mobil cihazlar, hafıza kartları vb. kaynaklardan fotoğraf basımı dahil)",true,false,false,false,Sabit yatırım tutarı 100 Milyon TL ve üzerindeki tevsi ve modernizasyon yatırımları desteklenir.,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
350,18.13,Basım ve yayım öncesi hizmetler,true,false,false,false,Sabit yatırım tutarı 100 Milyon TL ve üzerindeki tevsi ve modernizasyon yatırımları desteklenir.,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
351,18.13.01,"Basımda kullanmak üzere baskı klişeleri ya da silindirleri ile diğer basım unsurlarının üretilmesi (klişecilik vb.) ile mizanpaj, dizgi, tabaka yapım hizmetleri, gravür baskı için silindirlerin kazınması veya asitle aşındırılması vb. hizmetler",true,false,false,false,Sabit yatırım tutarı 100 Milyon TL ve üzerindeki tevsi ve modernizasyon yatırımları desteklenir.,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
352,18.13.02,"Basım öncesi bilgisayar destekli hizmetler (bilgisayar destekli sayfa tasarımı ile saydam, asetat, reprografik sunum araçları ve diğer sayısal sunum ortamları, taslaklar, planlar vb. baskı ürünlerinin tasarlanması) (masa üstü yayımcılık dahil)",true,false,false,false,Sabit yatırım tutarı 100 Milyon TL ve üzerindeki tevsi ve modernizasyon yatırımları desteklenir.,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
353,18.14,Ciltçilik ve ilgili hizmetler,true,false,false,false,Sabit yatırım tutarı 100 Milyon TL ve üzerindeki tevsi ve modernizasyon yatırımları desteklenir.,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
354,18.14.01,"Ciltçilik ve ilgili hizmetler (katlama, birleştirme, dikme, yapıştırma, kesme, kapak takma gibi işlemler ile damgalama, Braille alfabesi kopyalama vb. hizmetler)",true,false,false,false,Sabit yatırım tutarı 100 Milyon TL ve üzerindeki tevsi ve modernizasyon yatırımları desteklenir.,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
355,18.2,Kayıtlı medyanın çoğaltılması,true,false,false,false,Sabit yatırım tutarı 100 Milyon TL ve üzerindeki tevsi ve modernizasyon yatırımları desteklenir.,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
356,18.20,Kayıtlı medyanın çoğaltılması,true,false,false,false,Sabit yatırım tutarı 100 Milyon TL ve üzerindeki tevsi ve modernizasyon yatırımları desteklenir.,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
357,18.20.02,"Ses ve görüntü kayıtlarının çoğaltılması hizmetleri (CD'lerin, DVD'lerin, kasetlerin ve benzerlerinin asıl (master) kopyalarından çoğaltılması)",true,false,false,false,Sabit yatırım tutarı 100 Milyon TL ve üzerindeki tevsi ve modernizasyon yatırımları desteklenir.,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
358,18.20.03,"Yazılımların çoğaltılması hizmetleri (CD, kaset vb. ortamlardaki bilgisayar yazılımlarının ve verilerin asıl (master) kopyalarından çoğaltılması)",true,false,false,false,Sabit yatırım tutarı 100 Milyon TL ve üzerindeki tevsi ve modernizasyon yatırımları desteklenir.,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
359,19,Kok kömürü ve rafine edilmiş petrol ürünleri imalatı,true,false,false,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
360,19.1,Kok fırını ürünlerinin imalatı,true,false,false,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
361,19.10,Kok fırını ürünlerinin imalatı,true,false,false,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
362,19.10.10,"Linyit ve turbadan kok fırını ürünlerinin imalatı (kok ve yarı kok kömürü, karni kömürü, katran, zift ve zift koku vb. ürünlerin imalatı ile kok kömürünün topak haline getirilmesi dahil)",true,false,false,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
363,19.10.11,"Taşkömüründen kok fırını ürünlerinin imalatı (kok ve yarı kok kömürü, karni kömürü, katran, zift ve zift koku vb. ürünlerin imalatı ile kok kömürünün topak haline getirilmesi dahil)",true,false,false,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
364,19.2,Rafine edilmiş petrol ve fosil yakıt ürünleri imalatı,true,false,false,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
365,19.20,Rafine edilmiş petrol ve fosil yakıt ürünleri imalatı,true,false,false,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
366,19.20.12,"Turba, linyit ve taş kömürü briketleri imalatı (kömür tozundan basınçla elde edilen yakıt)",true,false,false,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
367,19.20.15,"Petrol türevi yakıtların, petrol gazları ve diğer hidrokarbonların imalatı",true,false,false,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
368,19.20.16,Petrolden madeni yağların (yağlama ve makine yağları) imalatı (gres yağı dahil),true,false,false,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
369,19.20.17,"Vazelin, parafin mumu, petrol mumu, petrol koku, petrol bitümeni ve diğer petrol ürünlerinin imalatı",true,false,false,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
370,19.20.19,"Ağırlık itibariyle %70 veya daha fazla oranda petrol yağları veya bitümenli yağlardan elde edilen diğer karışımların üretimi (%70 petrol yağı ile karıştırılmış biyodizelden ürünler dahil, madeni yağlar hariç)",true,false,false,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
371,20.1,"Temel kimyasalların, gübrelerin ve azot bileşiklerinin, plastiklerin ve sentetik kauçuğun (birincil formlarda) imalatı",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
372,20.11,Sanayi gazları imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
373,20.11.01,Sanayi gazları imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
374,20.12,Boya maddeleri ve pigment imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
375,20.12.01,Boya maddeleri ve pigment imalatı (birincil formda veya konsantre olarak herhangi bir kaynaktan) (hazır boyalar hariç),true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
376,20.12.02,"Tabaklama ekstreleri, bitkisel kökenli; tanenler ve tuzları, eterleri, esterleri ve diğer türevleri; bitkisel veya hayvansal kökenli renklendirme maddelerinin imalatı",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
377,20.13,Diğer inorganik temel kimyasal maddelerin imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
378,20.13.02,"Metalik halojenler, hipokloritler, kloratlar ve perkloratların imalatı (çamaşır suyu dahil)",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
379,20.13.03,"Sülfidler (sülfürler), sülfatlar, fosfinatlar, fosfonatlar, fosfatlar ve nitratların imalatı (şap dahil)",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
380,20.13.04,"Karbonatların imalatı (sodyum, kalsiyum ve diğerleri) (çamaşır sodası dahil)",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
381,20.13.06,"Uranyum, plütonyum ve toryum cevherlerinin zenginleştirilmesi (nükleer reaktörler için yakıt kartuşları dahil)",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
382,20.13.90,Diğer metal tuzları ve temel inorganik kimyasalların imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
383,20.13.99,"Başka yerde sınıflandırılmamış kimyasal elementler, inorganik asitler ve bileşiklerin imalatı",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
384,20.14,Diğer organik temel kimyasalların imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
385,20.14.00,Diğer organik temel kimyasalların imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
386,20.15,Kimyasal gübre ve azot bileşiklerinin imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
387,20.15.01,"Fosfatlı veya potasyumlu gübreler, iki (azot ve fosfor veya fosfor ve potasyum) veya üç besin maddesi (azot, fosfor ve potasyum) içeren gübreler, sodyum nitrat ile diğer kimyasal ve mineral gübrelerin imalatı",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
388,20.15.02,Bileşik azotlu ürünlerin imalatı (gübreler hariç),true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
389,20.16,Birincil formda plastik ham maddelerin imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
390,20.16.01,"Birincil formda poliamitler, üre reçineleri, melamin reçineleri, vb. plastik hammaddelerin imalatı",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
391,20.16.02,"Birincil formda alkid reçine, polyester reçine, epoksi reçine, poliasetal, polikarbonat ile diğer polieter ve polyester imalatı",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
392,20.16.03,"Birincil formda polimerlerin imalatı (etilen, propilen, stiren, vinil klorür, vinil asetat, vinil esterleri, akrilik vb. polimerleri ile sertleştirilmiş proteinler, doğal kauçuğun kimyasal türevleri dahil)",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
393,20.16.04,Birincil formda silikon ve polimer esaslı iyon değiştiricileri imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
394,20.16.05,"Birincil formda diğer amino reçineler, fenolik reçineler, poliüretanlar, politerpenler, polisülfürler, selüloz ve kimyasal türevleri ile diğer petrol reçineleri imalatı",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
395,20.17,Birincil formda sentetik kauçuk imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
396,20.17.01,Birincil formda sentetik kauçuk imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
397,20.2,"Haşere ilaçları, dezenfektanlar ve diğer zirai-kimyasal ürünlerin imalatı",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
398,20.20,"Haşere ilaçları, dezenfektanlar ve diğer zirai-kimyasal ürünlerin imalatı",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
399,20.20.11,"Böcek ilacı, kemirgen ilacı, küf ve mantar ilacı, yabancı otla mücadele ilacı imalatı",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
400,20.20.13,Çimlenmeyi önleyici ve bitki gelişimini düzenleyici ürün imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
401,20.20.15,"Dezenfektan imalatı (tarımsal ve diğer kullanımlar için) (hijyenik maddeler, bakteriostatlar ve sterilize ediciler dahil) (doğal dezenfektanlar hariç)",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
402,20.20.16,Doğal dezenfektan imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
403,20.20.90,Diğer zirai kimyasal ürünlerin imalatı (gübre ve azotlu bileşik imalatı hariç),true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
404,20.3,"Boya, vernik ve benzeri kaplayıcı maddeler ile matbaa mürekkebi ve macun imalatı",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
405,20.30,"Boya, vernik ve benzeri kaplayıcı maddeler ile matbaa mürekkebi ve macun imalatı",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
406,20.30.11,"Boya ve vernikler, akrilik ve vinil polimer esaslı olanların (sulu ortamda dağılanlar, çözülenler ve çözeltiler) imalatı",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
407,20.30.12,"Macun imalatı (dolgu, cam, sıvama için olanlar ile üstübeç, vb. dahil)",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
408,20.30.14,"Boya ve vernikler, polyester, akrilik ve vinil polimer esaslı olanların (susuz ortamda dağılanlar, çözülenler ve çözeltiler) imalatı",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
409,20.30.15,"Hazır boya pigmentleri, matlaştırıcılar (opaklaştırıcı) ve renklendiriciler, camlaştırılabilir emay ve sırlar, astarlar, cam firit, sıvı cilalar ve benzerlerin imalatı",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
410,20.30.16,Boya müstahzarları hazır kurutucu maddelerinin imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
411,20.30.17,Elektrostatik toz boya imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
412,20.30.90,"Diğer boya, vernik ve ilgili ürünlerin imalatı (renk ayarlayıcılar, matbaa mürekkepleri, solventler, incelticiler (tiner))",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
413,20.4,"Yıkama, temizleme ve cilalama preparatlarının (müstahzarlarının) imalatı",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
414,20.41,Sabun ve deterjan ile temizlik ve parlatıcı preparatlarının (müstahzarlarının) imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
415,20.41.01,Kapalı alanlar için kokulu müstahzarlar ve koku gidericiler ile suni mumların imalatı (kişisel kullanım için olanlar hariç),true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
416,20.41.03,Ham gliserin (gliserol) imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
417,20.41.04,"Sabun, yıkama ve temizleme müstahzarları (deterjanlar) ile sabun olarak kullanılan müstahzarlar imalatı (kişisel bakım için olanlar ile ovalama toz ve kremleri hariç)",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
418,20.41.06,"Cila, krem ve ovalama krem ve tozlarının imalatı (ayakkabı, mobilya, yer döşemesi, kaporta, cam, metal vb. için)",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
419,20.42,"Parfümlerin, kozmetiklerin ve kişisel bakım preparatlarının (müstahzarlarının) imalatı",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
420,20.42.01,"Ağız veya diş bakım ürünleri imalatı (diş macunu, vb. ile takma dişleri ağızda sabit tutmaya yarayan macun ve tozlar ile diş temizleme iplikleri dahil)",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
421,20.42.02,Kolonya imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
422,20.42.03,"Parfüm ve koku verici diğer sıvı ürün, manikür/pedikür müstahzarı, güneş koruyucu ürünler, dudak ve göz makyajı ürünü, banyo tuzu, kozmetik veya kişisel bakım amaçlı pudra, sabun ve organik yüzey aktif müstahzarı, deodorant, vb. imalatı (kolonya hariç)",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
423,20.42.04,"Şampuan, saç kremi, saç spreyi, jöle, saç düzleştirme ve perma ürünleri, saç losyonları, saç boyaları, vb. imalatı",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
424,20.5,Diğer kimyasal ürünlerin imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
425,20.51,Sıvı biyoyakıt imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
426,20.51.24,Sıvı biyoyakıt imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
427,20.59,Başka yerde sınıflandırılmamış diğer kimyasal ürünlerin imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
428,20.59.01,"Fotoğrafik levha ve filmlerin (hassaslaştırılmış, ışığa maruz kalmamış olanlar), anında baskılanan filmlerin, fotoğrafçılıkta kullanılan kimyasal müstahzarların ve karışımsız (saf) ürünlerin imalatı",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
429,20.59.02,Tutkal imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
430,20.59.03,Aktif karbon imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
431,20.59.04,"Yağlama müstahzarları (hidrolik fren sıvıları dahil), vuruntu önleyici müstahzarlar ile katkı maddeleri ve antifrizlerin imalatı",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
432,20.59.05,Yazım ve çizim mürekkepleri ve diğer mürekkeplerin imalatı (matbaa mürekkebi imalatı hariç),true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
433,20.59.06,"Peptonlar, diğer protein maddeleri ve bunların türevlerinin ve deri tozlarının imalatı",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
434,20.59.07,"Laboratuvar için hazır kültür ortamları, model hamurları, kompozit diyagnostik reaktifler veya laboratuvar reaktifleri imalatı",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
435,20.59.08,Elektronikte kullanılan macun kıvamında (dope edilmiş) olan kimyasal elementler ile bileşiklerin imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
436,20.59.09,"Bitirme (apreleme dahil) maddeleri, boya hammaddesi ve benzeri ürünlerin sabitlenmesini veya boyayıcılığını hızlandıran boya taşıyıcı maddelerin imalatı",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
437,20.59.10,"Dekapaj (temizleme) müstahzarları, eritkenler, hazır vulkanizasyon hızlandırıcı maddeler, kauçuk veya plastikler için plastikleştirici bileşikler ve stabilizatörler, diğer katalitik müstahzarların imalatı",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
438,20.59.11,Jelatin ve jelatin türevleri ile süt albüminlerinin imalatı (gıda endüstrisinde kullanılan jelatinler ve süt albüminleri hariç),true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
439,20.59.12,"Kimyasal olarak değiştirilmiş veya yenilemeyen hayvansal veya bitkisel katı ve sıvı yağlar ve yağ karışımlarının imalatı (linoksin, teknik ve sanayi amaçlı bitkisel sabit sıvı yağlar, sanayide kullanılan sıvı yağlar, vb.)",true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
440,20.59.15,Yangın söndürücü müstahzarları ve dolum malzemeleri imalatı,true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
441,20.59.16,Jelatin ve süt albüminlerinin imalatı (yalnızca gıda endüstrisinde kullanılanlar),true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
442,20.59.17,Patlayıcı diğer maddelerin imalatı (itici tozların imalatı hariç),true,false,false,true,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
