id,nace_kodu,sektor,hedef_yatirim,oncelikli_yatirim,yuksek_teknoloji,orta_yuksek_teknoloji,sartlar,bolge_1,bolge_2,bolge_3,bolge_4,bolge_5,bolge_6,created_at,updated_at
4,01.19.99,Başka yerde sınıflandırılmamış tek yıllık diğer bitkisel ürünlerin yetiştirilmesi,true,true,false,false,"Hedef; 1) Sera Yatırımlarında;
a) 1 ve 2. Bölgelerde asgari 20 dekar,
b) 3. Bölgede asgari 15 dekar,
c) 4 ve 5. Bölgelerde asgari 10 dekar,
d) 6. Bölgede asgari 5 dekar ve üzeri olması şartı aranır.
2) Yapay ışıkla fotosentez sağlanan kontrollü bitkisel üretim yatırımlarında katmanlarının toplam alanının asgari 1.000 m2 olması şartı aranır.
Diğer yatırımlar desteklenmez.
Öncelikli; 25 dekar ve üzeri yurtiçinde üretilen sera teknolojilerini ihtiva eden otomasyona dayalı (bilgisayar kontrollü iklimlendirme, sulama, gübreleme ve ilaçlama sistemi ihtiva eden) topraksız sera yatırımları.",12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
5,01.41.31,Sütü sağılan büyükbaş hayvan yetiştiriciliği (sütü için inek ve manda yetiştiriciliği),true,false,false,false,"a) 1, 2 ve 3. Bölgelerde asgari 500 adet/dönem damızlık veya süt yönlü büyükbaş hayvan yetiştiriciliği şartı aranır.
b) 4 ve 5. Bölgelerde asgari 300 adet/dönem damızlık veya süt yönlü büyükbaş hayvan yetiştiriciliği şartı aranır.
c) 6. Bölgede asgari 150 adet/dönem damızlık veya süt yönlü büyükbaş hayvan yetiştiriciliği şartı aranır.
Ayrıca, tevsi ve komple yeni yatırım cinsindeki yatırımlar, yem bitkileri yetiştiriciliği ve/veya yem
tesisi ve/veya süt işleme yatırımları ile entegre edilebilir.",12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
6,01.42.09,Diğer sığır ve manda yetiştiriciliği (sütü için yetiştirilenler hariç),true,false,false,false,"a) 1, 2, 3, 4 ve 5. Bölgelerde asgari 500 adet/dönem et yönlü büyükbaş hayvan yetiştiriciliği şartı aranır.
b) 6. Bölgede asgari 150 adet/dönem et yönlü büyükbaş hayvan yetiştiriciliği şartı aranır.
Ayrıca, tevsi ve komple yeni yatırım cinsindeki yatırımlar; yem bitkileri yetiştiriciliği ve/veya yem tesisi ve/veya kesimhane yatırımları ile entegre edilebilir.",12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
7,01.45.01,"Koyun ve keçi (davar) yetiştiriciliği (işlenmemiş süt, kıl, tiftik, yapağı, yün vb. üretimi dahil)",true,false,false,false,"a) 1, 2 ve 3. Bölgelerde asgari 2.500 adet/dönem damızlık veya et yönlü veya süt yönlü küçükbaş hayvan yetiştiriciliği şartı aranır.
b) 4 ve 5. Bölgelerde asgari 1.500 adet/dönem damızlık veya et yönlü veya süt yönlü küçükbaş hayvan yetiştiriciliği şartı aranır.
c) 6. Bölgede asgari 1.000 adet/dönem damızlık veya et yönlü veya süt yönlü küçükbaş hayvan yetiştiriciliği şartı aranır.
Ayrıca, tevsi ve komple yeni yatırım cinsindeki yatırımlar; yem bitkileri yetiştiriciliği ve/veya yem tesisi ve/veya et yönlü küçükbaş hayvan yetiştiriciliği yatırımları kesimhane ve/veya süt yönlü küçükbaş
hayvan yetiştiriciliği yatırımları süt işleme yatırımları ile entegre edilebilir.",12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
8,01.47.01,"Kümes hayvanlarının yetiştirilmesi (tavuk, hindi, ördek, kaz ve beç tavuğu vb.) Kümes hayvanlarından yumurta üretilmesi",true,false,false,false,"1)  Damızlık kümes hayvanları yetiştiriciliğinin kuluçkahane ile entegre olması şartı aranır.
2) 1, 2, 3, 4 ve 5. Bölgelerde asgari 200.000 adet/dönem et yönlü kümes hayvanları yetiştiriciliğinin kesimhane ile entegre olması şartı aranır.
3)  6. Bölgede asgari 100.000 adet/dönem et yönlü kümes hayvanları yetiştiriciliğinin kesimhane ile entegre olması şartı aranır.
4) Ayrıca, tevsi ve komple yeni yatırım cinsindeki yatırımlar; yem tesisi ve/veya et yönlü kümes hayvanları yetiştiriciliği yatırımları ileri işleme ve/veya soğuk hava deposu yatırımları ile entegre edilebilir.",12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
9,01.47.03,"Kümes hayvanlarının yetiştirilmesi (tavuk, hindi, ördek, kaz ve beç tavuğu vb.) Kümes hayvanlarından yumurta üretilmesi",true,false,false,false,"1)  Damızlık kümes hayvanları yetiştiriciliğinin kuluçkahane ile entegre olması şartı aranır.
2) 1, 2, 3, 4 ve 5. Bölgelerde asgari 200.000 adet/dönem yumurta yönlü kümes hayvanları yetiştiriciliği şartı aranır.
3) 6. Bölgede asgari asgari 100.000 adet/dönem yumurta yönlü kümes hayvanları yetiştiriciliği şartı aranır.
4) Ayrıca, tevsi ve komple yeni yatırım cinsindeki yatırımlar; yem tesisi ve/veya yumurta yönlü kümes hayvanları yetiştiriciliği yatırımları soğuk hava deposu ve/veya yumurta tasnif- paketleme yatırımları ile entegre edilebilir.",12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
10,03.2,Su ürünleri yetiştiriciliği,true,false,false,false,"Tevsi ve komple yeni yatırım cinsindeki yatırımlar, balık yemi tesisi ile entegre edilebilir.",12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
11,03.21,Deniz ürünleri yetiştiriciliği,true,false,false,false,"Tevsi ve komple yeni yatırım cinsindeki yatırımlar, balık yemi tesisi ile entegre edilebilir.",12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
12,03.21.01,Denizde yapılan balık yetiştiriciliği,true,false,false,false,"Tevsi ve komple yeni yatırım cinsindeki yatırımlar, balık yemi tesisi ile entegre edilebilir.",12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
13,03.21.02,Denizde yapılan diğer su ürünleri yetiştiriciliği,true,false,false,false,"Tevsi ve komple yeni yatırım cinsindeki yatırımlar, balık yemi tesisi ile entegre edilebilir.",12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
14,03.22,Tatlı su ürünleri yetiştiriciliği,true,false,false,false,"Tevsi ve komple yeni yatırım cinsindeki yatırımlar, balık yemi tesisi ile entegre edilebilir.",12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
15,03.22.01,Tatlı sularda yapılan balık yetiştiriciliği,true,false,false,false,"Tevsi ve komple yeni yatırım cinsindeki yatırımlar, balık yemi tesisi ile entegre edilebilir.",12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
16,03.22.02,Tatlısu ürünleri yetiştiriciliği (balık hariç),true,false,false,false,"Tevsi ve komple yeni yatırım cinsindeki yatırımlar, balık yemi tesisi ile entegre edilebilir.",12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
17,05.10.01,Taş kömürü madenciliği,true,true,false,false,"Maden Kanununa  istinaden  düzenlenmiş  geçerli  arama  ruhsatı veya sertifikasına sahip yatırımcıların ruhsatlı sahalarında yapacağı  maden  arama  yatırımları  ile  ham  petrol  ve doğalgaz    çıkarımı    yatırımları    desteklenir. 3213 sayılı Kanuna istinaden düzenlenmiş geçerli arama ruhsatı veya sertifikasına sahip yatırımcıların ruhsatlı sahalarında yapacağı maden arama yatırımları ve Maden istihraç yatırımları ve/veya maden işleme yatırımları öncelikli yatırımlardandır. Ancak, İstanbul ilinde gerçekleştirilecek yatırımlar desteklenmez.",12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
18,05.10.02,Taş kömürü madenciliği için maden sahasının hazırlanması,true,true,false,false,"Maden Kanununa  istinaden  düzenlenmiş  geçerli  arama  ruhsatı veya sertifikasına sahip yatırımcıların ruhsatlı sahalarında yapacağı  maden  arama  yatırımları  ile  ham  petrol  ve doğalgaz    çıkarımı    yatırımları    desteklenir. 3213 sayılı Kanuna istinaden düzenlenmiş geçerli arama ruhsatı veya sertifikasına sahip yatırımcıların ruhsatlı sahalarında yapacağı maden arama yatırımları ve Maden istihraç yatırımları ve/veya maden işleme yatırımları öncelikli yatırımlardandır. Ancak, İstanbul ilinde gerçekleştirilecek yatırımlar desteklenmez.",12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
19,05.20.01,Linyit madenciliği,true,true,false,false,"Maden Kanununa  istinaden  düzenlenmiş  geçerli  arama  ruhsatı veya sertifikasına sahip yatırımcıların ruhsatlı sahalarında yapacağı  maden  arama  yatırımları  ile  ham  petrol  ve doğalgaz    çıkarımı    yatırımları    desteklenir. 3213 sayılı Kanuna istinaden düzenlenmiş geçerli arama ruhsatı veya sertifikasına sahip yatırımcıların ruhsatlı sahalarında yapacağı maden arama yatırımları ve Maden istihraç yatırımları ve/veya maden işleme yatırımları öncelikli yatırımlardandır. Ancak, İstanbul ilinde gerçekleştirilecek yatırımlar desteklenmez.",12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
20,05.20.02,Linyit madenciliği için maden sahasının hazırlanması,true,true,false,false,"Maden Kanununa  istinaden  düzenlenmiş  geçerli  arama  ruhsatı veya sertifikasına sahip yatırımcıların ruhsatlı sahalarında yapacağı  maden  arama  yatırımları  ile  ham  petrol  ve doğalgaz    çıkarımı    yatırımları    desteklenir. 3213 sayılı Kanuna istinaden düzenlenmiş geçerli arama ruhsatı veya sertifikasına sahip yatırımcıların ruhsatlı sahalarında yapacağı maden arama yatırımları ve Maden istihraç yatırımları ve/veya maden işleme yatırımları öncelikli yatırımlardandır. Ancak, İstanbul ilinde gerçekleştirilecek yatırımlar desteklenmez.",12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
21,06.10.01,Ham petrol çıkarımı,true,true,false,false,"Maden Kanununa  istinaden  düzenlenmiş  geçerli  arama  ruhsatı veya sertifikasına sahip yatırımcıların ruhsatlı sahalarında yapacağı  maden  arama  yatırımları  ile  ham  petrol  ve doğalgaz    çıkarımı    yatırımları    desteklenir. 3213 sayılı Kanuna istinaden düzenlenmiş geçerli arama ruhsatı veya sertifikasına sahip yatırımcıların ruhsatlı sahalarında yapacağı maden arama yatırımları ve Maden istihraç yatırımları ve/veya maden işleme yatırımları öncelikli yatırımlardandır. Ancak, İstanbul ilinde gerçekleştirilecek yatırımlar desteklenmez.",12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
22,06.20.01,Doğal gaz çıkarımı,true,true,false,false,"Maden Kanununa  istinaden  düzenlenmiş  geçerli  arama  ruhsatı veya sertifikasına sahip yatırımcıların ruhsatlı sahalarında yapacağı  maden  arama  yatırımları  ile  ham  petrol  ve doğalgaz    çıkarımı    yatırımları    desteklenir. 3213 sayılı Kanuna istinaden düzenlenmiş geçerli arama ruhsatı veya sertifikasına sahip yatırımcıların ruhsatlı sahalarında yapacağı maden arama yatırımları ve Maden istihraç yatırımları ve/veya maden işleme yatırımları öncelikli yatırımlardandır. Ancak, İstanbul ilinde gerçekleştirilecek yatırımlar desteklenmez.",12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
23,07.10.01,Demir cevheri madenciliği,true,true,false,false,"Maden  Kanununda  tanımlanan  I.  grup  madenler,  altın madenciliği, mıcır yatırımları ve rödovans sözleşmesine istinaden  gerçekleştirilecek  madencilik  yatırımları  hariç olmak  üzere  müracaat  sahibi  firma  adına  düzenlenmiş işletme  ruhsatı  ve  işletme  iznine  haiz  maden  istihraç yatırımları  ve/veya  maden  işleme  yatırımları. Maden istihraç yatırımları ve/veya maden işleme yatırımları öncelikli yatırımlardandır. Ancak, İstanbul ilinde gerçekleştirilecek yatırımlar desteklenmez.",12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
24,07.10.02,Demir cevheri sahası hazırlığı,true,true,false,false,"Maden  Kanununda  tanımlanan  I.  grup  madenler,  altın madenciliği, mıcır yatırımları ve rödovans sözleşmesine istinaden  gerçekleştirilecek  madencilik  yatırımları  hariç olmak  üzere  müracaat  sahibi  firma  adına  düzenlenmiş işletme  ruhsatı  ve  işletme  iznine  haiz  maden  istihraç yatırımları  ve/veya  maden  işleme  yatırımları. Maden istihraç yatırımları ve/veya maden işleme yatırımları öncelikli yatırımlardandır. Ancak, İstanbul ilinde gerçekleştirilecek yatırımlar desteklenmez.",12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
25,07.21.03,Uranyum madenciliği,true,true,false,false,"Maden  Kanununda  tanımlanan  I.  grup  madenler,  altın madenciliği, mıcır yatırımları ve rödovans sözleşmesine istinaden  gerçekleştirilecek  madencilik  yatırımları  hariç olmak  üzere  müracaat  sahibi  firma  adına  düzenlenmiş işletme  ruhsatı  ve  işletme  iznine  haiz  maden  istihraç yatırımları  ve/veya  maden  işleme  yatırımları. Maden istihraç yatırımları ve/veya maden işleme yatırımları öncelikli yatırımlardandır. Ancak, İstanbul ilinde gerçekleştirilecek yatırımlar desteklenmez.",12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
26,07.21.04,Toryum madenciliği,true,true,false,false,"Maden  Kanununda  tanımlanan  I.  grup  madenler,  altın madenciliği, mıcır yatırımları ve rödovans sözleşmesine istinaden  gerçekleştirilecek  madencilik  yatırımları  hariç olmak  üzere  müracaat  sahibi  firma  adına  düzenlenmiş işletme  ruhsatı  ve  işletme  iznine  haiz  maden  istihraç yatırımları  ve/veya  maden  işleme  yatırımları. Maden istihraç yatırımları ve/veya maden işleme yatırımları öncelikli yatırımlardandır. Ancak, İstanbul ilinde gerçekleştirilecek yatırımlar desteklenmez.",12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
27,07.29.02,Alüminyum madenciliği,true,true,false,false,"Maden  Kanununda  tanımlanan  I.  grup  madenler,  altın madenciliği, mıcır yatırımları ve rödovans sözleşmesine istinaden  gerçekleştirilecek  madencilik  yatırımları  hariç olmak  üzere  müracaat  sahibi  firma  adına  düzenlenmiş işletme  ruhsatı  ve  işletme  iznine  haiz  maden  istihraç yatırımları  ve/veya  maden  işleme  yatırımları. Maden istihraç yatırımları ve/veya maden işleme yatırımları öncelikli yatırımlardandır.",12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
28,07.29.03,Bakır madenciliği,true,true,false,false,"Maden  Kanununda  tanımlanan  I.  grup  madenler,  altın madenciliği, mıcır yatırımları ve rödovans sözleşmesine istinaden  gerçekleştirilecek  madencilik  yatırımları  hariç olmak  üzere  müracaat  sahibi  firma  adına  düzenlenmiş işletme  ruhsatı  ve  işletme  iznine  haiz  maden  istihraç yatırımları  ve/veya  maden  işleme  yatırımları. Maden istihraç yatırımları ve/veya maden işleme yatırımları öncelikli yatırımlardandır. Ancak, İstanbul ilinde gerçekleştirilecek yatırımlar desteklenmez.",12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
29,07.29.04,Nikel madenciliği,true,true,false,false,"Maden  Kanununda  tanımlanan  I.  grup  madenler,  altın madenciliği, mıcır yatırımları ve rödovans sözleşmesine istinaden  gerçekleştirilecek  madencilik  yatırımları  hariç olmak  üzere  müracaat  sahibi  firma  adına  düzenlenmiş işletme  ruhsatı  ve  işletme  iznine  haiz  maden  istihraç yatırımları  ve/veya  maden  işleme  yatırımları. Maden istihraç yatırımları ve/veya maden işleme yatırımları öncelikli yatırımlardandır. Ancak, İstanbul ilinde gerçekleştirilecek yatırımlar desteklenmez.",12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
30,07.29.05,"Kurşun, çinko ve kalay madenciliği",true,true,false,false,"Maden  Kanununda  tanımlanan  I.  grup  madenler,  altın madenciliği, mıcır yatırımları ve rödovans sözleşmesine istinaden  gerçekleştirilecek  madencilik  yatırımları  hariç olmak  üzere  müracaat  sahibi  firma  adına  düzenlenmiş işletme  ruhsatı  ve  işletme  iznine  haiz  maden  istihraç yatırımları  ve/veya  maden  işleme  yatırımları. Maden istihraç yatırımları ve/veya maden işleme yatırımları öncelikli yatırımlardandır. Ancak, İstanbul ilinde gerçekleştirilecek yatırımlar desteklenmez.",12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
31,07.29.06,Krom madenciliği,true,true,false,false,"Maden  Kanununda  tanımlanan  I.  grup  madenler,  altın madenciliği, mıcır yatırımları ve rödovans sözleşmesine istinaden  gerçekleştirilecek  madencilik  yatırımları  hariç olmak  üzere  müracaat  sahibi  firma  adına  düzenlenmiş işletme  ruhsatı  ve  işletme  iznine  haiz  maden  istihraç yatırımları  ve/veya  maden  işleme  yatırımları. Maden istihraç yatırımları ve/veya maden işleme yatırımları öncelikli yatırımlardandır. Ancak, İstanbul ilinde gerçekleştirilecek yatırımlar desteklenmez.",12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
32,07.29.08,Demir dışı metal sahası hazırlığı,true,true,false,false,"Maden  Kanununda  tanımlanan  I.  grup  madenler,  altın madenciliği, mıcır yatırımları ve rödovans sözleşmesine istinaden  gerçekleştirilecek  madencilik  yatırımları  hariç olmak  üzere  müracaat  sahibi  firma  adına  düzenlenmiş işletme  ruhsatı  ve  işletme  iznine  haiz  maden  istihraç yatırımları  ve/veya  maden  işleme  yatırımları. Maden istihraç yatırımları ve/veya maden işleme yatırımları öncelikli yatırımlardandır. Ancak, İstanbul ilinde gerçekleştirilecek yatırımlar desteklenmez.",12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
33,07.29.99,Diğer demir dışı metal madenciliği,true,true,false,false,"Maden  Kanununda  tanımlanan  I.  grup  madenler,  altın madenciliği, mıcır yatırımları ve rödovans sözleşmesine istinaden  gerçekleştirilecek  madencilik  yatırımları  hariç olmak  üzere  müracaat  sahibi  firma  adına  düzenlenmiş işletme  ruhsatı  ve  işletme  iznine  haiz  maden  istihraç yatırımları  ve/veya  maden  işleme  yatırımları. Maden istihraç yatırımları ve/veya maden işleme yatırımları öncelikli yatırımlardandır. Ancak, İstanbul ilinde gerçekleştirilecek yatırımlar desteklenmez.",12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
34,08.11.01,Mermer ocakçılığı,true,true,false,false,"II.grup madenlerde istihraç yatırımları, aynı il sınırları içinde ve işleme yatırımları ile entegre olması kaydıyla desteklenebilir. Ancak, İstanbul ilinde gerçekleştirilecek yatırımlar desteklenmez.  Maden istihraç yatırımları ve/veya maden işleme yatırımları öncelikli yatırımlardandır. Ancak, İstanbul ilinde gerçekleştirilecek yatırımlar desteklenmez.",12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
35,08.11.06,Kireçtaşı ocakçılığı,true,true,false,false,"II.grup madenlerde istihraç yatırımları, aynı il sınırları içinde ve işleme yatırımları ile entegre olması kaydıyla desteklenebilir. Ancak, İstanbul ilinde gerçekleştirilecek yatırımlar desteklenmez.  Maden istihraç yatırımları ve/veya maden işleme yatırımları öncelikli yatırımlardandır. Ancak, İstanbul ilinde gerçekleştirilecek yatırımlar desteklenmez.",12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
36,08.12.03,"Kil, kaolin vb. madenciliği",true,true,false,false,"II.grup madenlerde istihraç yatırımları, aynı il sınırları içinde ve işleme yatırımları ile entegre olması kaydıyla desteklenebilir. Ancak, İstanbul ilinde gerçekleştirilecek yatırımlar desteklenmez.  Maden istihraç yatırımları ve/veya maden işleme yatırımları öncelikli yatırımlardandır. Ancak, İstanbul ilinde gerçekleştirilecek yatırımlar desteklenmez.",12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
37,08.91.01,Kimyasal mineraller madenciliği,true,true,false,false,"II.grup madenlerde istihraç yatırımları, aynı il sınırları içinde ve işleme yatırımları ile entegre olması kaydıyla desteklenebilir. Ancak, İstanbul ilinde gerçekleştirilecek yatırımlar desteklenmez.  Maden istihraç yatırımları ve/veya maden işleme yatırımları öncelikli yatırımlardandır. Ancak, İstanbul ilinde gerçekleştirilecek yatırımlar desteklenmez.",12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
38,08.93.01,Tuz çıkarımı,true,true,false,false,"II.grup madenlerde istihraç yatırımları, aynı il sınırları içinde ve işleme yatırımları ile entegre olması kaydıyla desteklenebilir. Ancak, İstanbul ilinde gerçekleştirilecek yatırımlar desteklenmez.  Maden istihraç yatırımları ve/veya maden işleme yatırımları öncelikli yatırımlardandır. Ancak, İstanbul ilinde gerçekleştirilecek yatırımlar desteklenmez.",12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
39,08.99.01,"Zımpara, talk, kuartz vb.",true,true,false,false,"II.grup madenlerde istihraç yatırımları, aynı il sınırları içinde ve işleme yatırımları ile entegre olması kaydıyla desteklenebilir. Ancak, İstanbul ilinde gerçekleştirilecek yatırımlar desteklenmez.  Maden istihraç yatırımları ve/veya maden işleme yatırımları öncelikli yatırımlardandır. Ancak, İstanbul ilinde gerçekleştirilecek yatırımlar desteklenmez.",12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
40,09.10.02,Petrol/gaz sondaj hizmetleri,true,true,false,false,"Maden Kanununa  istinaden  düzenlenmiş  geçerli  arama  ruhsatı veya sertifikasına sahip yatırımcıların ruhsatlı sahalarında yapacağı  maden  arama  yatırımları desteklenir. 3213 sayılı Kanuna istinaden düzenlenmiş geçerli arama ruhsatı veya sertifikasına sahip yatırımcıların ruhsatlı sahalarında yapacağı maden arama yatırımları. Ancak, İstanbul ilinde gerçekleştirilecek yatırımlar desteklenmez.",12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
41,09.90.01,Madenciliği destekleyici faaliyetler,true,true,false,false,"Maden Kanununa  istinaden  düzenlenmiş  geçerli  arama  ruhsatı veya sertifikasına sahip yatırımcıların ruhsatlı sahalarında yapacağı  maden  arama  yatırımları desteklenir. 3213 sayılı Kanuna istinaden düzenlenmiş geçerli arama ruhsatı veya sertifikasına sahip yatırımcıların ruhsatlı sahalarında yapacağı maden arama yatırımları. Ancak, İstanbul ilinde gerçekleştirilecek yatırımlar desteklenmez.",12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
42,10.1,Etin işlenmesi ve saklanması ile et ürünlerinin imalatı,true,false,false,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
43,10.11,Etin işlenmesi ve saklanması (mezbahacılık) (kümes hayvanlarının eti hariç),true,false,false,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
44,10.11.01,Etin işlenmesi ve saklanması (mezbahacılık) (kümes hayvanlarının eti hariç),true,false,false,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
45,10.12,Kümes hayvanları etlerinin işlenmesi ve saklanması,true,false,false,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
46,10.12.01,Kümes hayvanları etlerinin üretimi (taze veya dondurulmuş) (yenilebilir sakatatları dahil),true,false,false,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
47,10.12.02,"Kümes hayvanlarının kesilmesi, temizlenmesi veya paketlenmesi işi ile uğraşan mezbahaların faaliyetleri",true,false,false,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
48,10.12.03,Kümes hayvanlarının yağlarının sofra yağına çevrilmesi,true,false,false,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
49,10.13,Et ve kümes hayvanları etlerinden üretilen ürünlerin imalatı,true,false,false,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
50,10.13.01,Et ve kümes hayvanları etlerinden üretilen pişmemiş köfte vb. ürünlerin imalatı,true,false,false,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
51,10.13.02,"Et ve kümes hayvanları etlerinden üretilen sosis, salam, sucuk, pastırma, kavurma et, konserve et, salamura et, jambon vb. tuzlanmış, kurutulmuş veya tütsülenmiş ürünlerin imalatı (yemek olanlar hariç)",true,false,false,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
52,10.13.03,Et ve sakatat unları imalatı (et ve kümes hayvanları etlerinden üretilen),true,false,false,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
53,10.13.04,"Sığır, koyun, keçi vb. hayvanların sakatat ve yağlarından yenilebilir ürünlerin imalatı",true,false,false,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
54,10.20,"Balık, kabuklu deniz hayvanları ve yumuşakçaların işlenmesi ve saklanması",true,false,false,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
55,10.20.03,"Balıkların, kabuklu deniz hayvanlarının ve yumuşakçaların işlenmesi ve saklanması",true,false,false,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
56,10.20.04,"Balık, kabuklu deniz hayvanı ve yumuşakça ürünlerinin üretimi",true,false,false,false,,12000000,12000000,6000000,6000000,6000000,6000000,2025-06-28 13:25:57.347603+00,2025-06-28 13:25:57.347603+00
